"title","content","date","variant","images","verified","author","rating","product","url"
"Ok product for the price range","I found the phone to be mediocre in performance. Pros: 1. Display: Trust me it’s amazing! You will love the vibrant colours. Images and videos look great in the Amoled screen. 2. Battery: 1.5 days backup even after heavy usage. 3. Camera: Good, but not excellent. Cons: 1. Build: All plastic build, this might have helped in managing the weight, but I guess the durability is compromised. 2. Night mode camera: Useless, all grainy and inconsistent photos. Other phones in this price range are way better. 3. Zoom camera: Photos are grainy and lacks clarity. 4. Face unlock: Mostly doesn’t work even after adding alternate looks. Verdict: You can buy this if you don’t like the Skins of Chinese brands, One UI 2.0 is heavy but better. Hardware wise some Chinese phones are better.","09 Mar 2020","Colour: Blue Style name: 6GB RAM, 128GB Storage","","Yes","Tech Dude","3.0","Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)","https://www.amazon.in/Samsung-Galaxy-Ocean-128GB-Storage/product-reviews/B07HGGYWL6/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Don't buy seriously","Worst experience ever, camera quality not better 5out of 2, battery down very fast, max 3 hours taken charging 100% ,sometime WhatsApp hangups.108 gp free storage but mobile heating high, fingerprints only 3 finger available,  not better fingerprints,  I am the first buyer before launching. Over all don't buy this m 31. No extra protection, no additional option,  very simple mobile,not worthiness of money,","13 Mar 2020","Colour: Black Style name: 6GB RAM, 128GB Storage","","Yes","Thomas Gowda R","1.0","Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)","https://www.amazon.in/Samsung-Galaxy-Ocean-128GB-Storage/product-reviews/B07HGGYWL6/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"front cemera","use front cem iam not happy","09 Mar 2020","Colour: Black Style name: 6GB RAM, 128GB Storage","","Yes","Bikash nayak","3.0","Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)","https://www.amazon.in/Samsung-Galaxy-Ocean-128GB-Storage/product-reviews/B07HGGYWL6/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Good but not perfect...","Display quality is good. But one thing which I don't like about the camera is that we can't use flash light when we take shots with 64 MP lens. Low light photographs are also not upto the mark. Rest everything is fine.","09 Mar 2020","Colour: Blue Style name: 6GB RAM, 128GB Storage","","Yes","Vikas","4.0","Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)","https://www.amazon.in/Samsung-Galaxy-Ocean-128GB-Storage/product-reviews/B07HGGYWL6/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Best Budget phone for Avg Users","It's one of the good looking phone with stunning display & mammoth battery. Pros : 1. One of the best display in the segment.( You'll feel it when you hold the phone for first time itself ) 2. Great battery life (6000 mAH ) with good optimisation. 3. SAR rating - lowest one 4.  Well weight balanced ( considering big mammoth battery ) Cons : 1. Samsung should have provided a case along with this ( hard to buy a case at initial days after launch _ phone is slippery and finger print & dust magnet ) 2. Camera is not so great as expected ( 64 MP)_ wide angle shots are lacking of details _ macro mode is also not great 3. Not so great processor Who can buy : people who don't do heavy gaming & not camera oriented. Who looking for great battery & Samsung branding.","10 Mar 2020","Colour: Black Style name: 6GB RAM, 64GB Storage","","Yes","Manoj Kumar","3.0","Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)","https://www.amazon.in/Samsung-Galaxy-Ocean-128GB-Storage/product-reviews/B07HGGYWL6/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Review after a week of usage","I ordered in first sale after comparing all the phones at this range and i am satisfied with this phone but want to discuss some pros and cons Pros: 1. Back Camera is good ( i compared it with oneplus 7 and samsung is good). No issues with picture quality with zoom also. 2. Its a powerhouse with High Battery Life (For normal usage we can even use phone for 2 days) 3. No lag or hanging problem till now due to 6Gb RAM Cons: 1. Front Camera is not as good as expected 2. Finger Print sensor is back mounted while all other brands offering in screen fingerprint sensors at this range. ( disappointed at this and THIS IS MAIN REASON FOR 4 ⭐️) 3. Handset configured like conplex android even after having many in built apps but no app for lock apps and seems to be complex","10 Mar 2020","Colour: Blue Style name: 6GB RAM, 128GB Storage","","Yes","Sahil Vasudev","4.0","Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)","https://www.amazon.in/Samsung-Galaxy-Ocean-128GB-Storage/product-reviews/B07HGGYWL6/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Good phone in this price","The camera pictures hv a yellow tinge which makes orange look like yellow and red look like orange. I returned the first phone thinking it might be a defective piece.but the second phone also had the same problem. I had almost returned the second phone also but then I figured out that the problem is not camera. Display setting had color correction mode on by default and it gave a yellow tinge to anything you see on phone screen If you face the same problem pl go to your display setting or search color correction and put it off. The phone wl return to normal colors I am using it for last 3 days and quite satisfied with the phone. Battery lasted 2 days but no games,music,videos. I am hoping battery performance wl improve in few days Camera pictures are good Lots of bloatware come with Samsung so had to uninstall/ disable them manually","09 Mar 2020","Colour: Blue Style name: 6GB RAM, 128GB Storage","","Yes","Urmil","5.0","Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)","https://www.amazon.in/Samsung-Galaxy-Ocean-128GB-Storage/product-reviews/B07HGGYWL6/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Worst mobile..Don't buy..Go for  redmi.","Very bad mobile. Heating and hanging problem. Amazon not refunding even having mobile problem. Don't buy this mobile. Go for Redmi mobile. Camera  quality is  worst. Many thing's not  supported. Anyone want to take this mobile please let me know. Reduce some amount. Buy before 7 days. Only  battery is good other is worst. Samsung  must quit in making mobile.","12 Mar 2020","Colour: Black Style name: 6GB RAM, 128GB Storage","","Yes","Ramesh B.","1.0","Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)","https://www.amazon.in/Samsung-Galaxy-Ocean-128GB-Storage/product-reviews/B07HGGYWL6/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Good phone with slightly disappointing issues.","Cons: 1. No notifications light. 2. Large icons. 3. No preinstalled app lock. You can install s secure to achieve that but lock symbols will be there on each locked app. 4. Ringtone volume not so loud. 5. No back cover provided. 6. Camera is not that great as expected with 64mp. Pros: 1. Screen quality 2. Ram management 3. Smooth performance 4. Battery performance. After 12 hrs of usage, still having 60 % remaining battery (5 hours screen on time). 5. Looks are pretty good. 6. Samsung brand.","09 Mar 2020","Colour: Black Style name: 6GB RAM, 128GB Storage","","Yes","Naushad Khan","4.0","Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)","https://www.amazon.in/Samsung-Galaxy-Ocean-128GB-Storage/product-reviews/B07HGGYWL6/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Worst Mobile... Don't waste money","First... I would like to express my experience of this mobile is tooooooo worst.... It's never performed like 6GB Ram Mobile.... It's working like 512kb ram ram mobile. And another great backdrop is it's bluetooth... It's connectivity does not meets at atleast basic phone... And another thing is it's speaker...This one also very poor.... Batter charging and backup also we can't compare with another brands in the present market... Because its took worst... I already requested to Amazon for return this phone, but, they smoothly refuesed my request as there is no chance to return as per their terms. Finally, my dear all who want to buy this product i strongly recommend that don't buy this mobile and don't waste your money...","13 Mar 2020","Colour: Blue Style name: 6GB RAM, 128GB Storage","","Yes","Niranjan Krishna Mucherla","1.0","Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)","https://www.amazon.in/Samsung-Galaxy-Ocean-128GB-Storage/product-reviews/B07HGGYWL6/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"BAD CAMARA, VERY SLOW CHARGING, NOT IMPRESSIVE  DESIGN. NOT RECOMMENDED.","I was using Redmi not 5 pro prior to this. I feel that phone was quite better than  this. Camara- though it mentions 64 MP camara but it failed to impress me. When we click using front camara it takes 2-3 seconds hold time before clicking  the picture. No flash for front camara. During operation  I didn't  find phone to be user friendly The most disappointing thing is time it takes for charging. They claim that it is super fast charging  but it is even slower than my note 5 pro. In 1 hr it charges something  around  25-30%...... Design- Not at all attractive.. Doesn't  feel like new phone. Not at all recommend.  You may go go for Mi for realme.. I trusted Samsung  but eventually  it didn't  fulfilled  my expectations.","11 Mar 2020","Colour: Black Style name: 6GB RAM, 128GB Storage","","Yes","Dhananjay","1.0","Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)","https://www.amazon.in/Samsung-Galaxy-Ocean-128GB-Storage/product-reviews/B07HGGYWL6/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Samsung Galaxy M31 (Space Black, 6GB RAM, 128GB Storage)","I Bought Samsung Galaxy M31 (Space Black, 6GB RAM, 128GB Storage) really awesome mobile works quickly fast and secure, fingerprint reader fast. Mid range mobile with highly configuration, battery life no issues 2 days i am using even after internet browse and playing online games. Camera auality my review night camera photos i am not happy but in day time taken pictures really good. other than night camera pictures i don't face any issues till now. I recommended my my friends, Company Colleagues and family members to buy this product. Some of them have bought this product on my words they are really happy with this Samsung Galaxy M31 mobile. Thank you so much Samsung and team members who worked on this product for mid range people you guys are doing awesome.","12 Jun 2020","Colour: Black Style name: 6GB RAM, 128GB Storage","","Yes","KIRAN","5.0","Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)","https://www.amazon.in/Samsung-Galaxy-Ocean-128GB-Storage/product-reviews/B07HGGYWL6/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Camara quality is too bad","Camara is too bad. Sound clarity is not at all good ... though it looks like a premium phone ,but when you started using it makes you feel that you bought a cheap quality product. Gets frequently stuck and restarts for no reason.","10 Mar 2020","Colour: Black Style name: 6GB RAM, 128GB Storage","","Yes","Rajender","1.0","Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)","https://www.amazon.in/Samsung-Galaxy-Ocean-128GB-Storage/product-reviews/B07HGGYWL6/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Great 📱🔥❤️","Update 1:- AI scene detection really enhances the colours and over all camera is quite commendable according to the price, if comparing to my OnePlus 7T. I also got a case from Amazon at just ₹59 which was unbelievable. Attaching Pictures for reference. Will update in near future if found anything worth updating. ------------------------------------------------------ Great Specs. Great Value. I got the 128 GB variant. Only single Con is that the Back Panel Scratches Very Easily. After unboxing the phone and using it for an hour or so I could see some minute scratches, so i would recommend to get a skin. Also if you're thinking there are no cases available in the market right now as this is a new product. It might take some time due to the outbreak of Coronavirus. Therefore I have applied a transparent skin. Also another thing the length of the charging cable is too short in my opinion.","09 Mar 2020","Colour: Black Style name: 6GB RAM, 128GB Storage","","Yes","Manik Agrawal","4.0","Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)","https://www.amazon.in/Samsung-Galaxy-Ocean-128GB-Storage/product-reviews/B07HGGYWL6/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Not satisfied","Disappointed  with Samsung, after many year I decided  to back to Samsung but  truly disappointed. Worst part of Amazon policy now you can't return at alll moreover not even replace easily,  you need to install the app then you will surprise  all the problems you face shall be found ok in the software. You will be in difficult to face the situation. My strong recommendation not to go with Samsung M31.","13 Mar 2020","Colour: Black Style name: 6GB RAM, 128GB Storage","","Yes","Prem Upadhyay","1.0","Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)","https://www.amazon.in/Samsung-Galaxy-Ocean-128GB-Storage/product-reviews/B07HGGYWL6/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
